RC Code,Ratecity,IF Code,Infochoice
4510218d-a3e1-40c0-99f9-15d0bc4f77fb,Citi - Fixed Investment Loan 3 Year (Principal and Interest) (LVR 80-85%),499753,Citi - Fixed Rate Loan INV 3 Year Investment
49cb0a29-e606-414c-ab01-5ca6f472013a,Citi - Fixed Home Loan 2 Years,21012,Citi - Fixed Rate Loan OOC 2 Year Principal & Interest
b148f200-5a35-458e-a938-99ffc7760889,Citi - Fixed Home Loan 1 Year,21011,Citi - Fixed Rate Loan OOC 1 Year Principal & Interest
bd84ad6f-3f38-4984-bcfb-5eafec0b899c,Citi - Basic Variable Investment Loan (Principal and Interest) (LVR 80%-85%),407040,Citi - Mortgage Plus Standard Variable >=500M and LVR <=80 INV Investment
bfa602fb-4579-4dd6-90ae-a60008cd44cb,Citi - Basic Variable Home Loan (LVR < 80%),24320,Citi - Basic Mortgage <=80 LVR OOC Principal & Interest
7e0dd92d-759f-457a-bd86-b2fc63107924,Coastline Credit Union - Variable Residential Investment Loan,0,0
99f7bcda-2e46-4d32-aff3-836043a4c97f,Coastline Credit Union - Fixed Investment Loan 2 Years,0,0
c16308a1-f886-473c-9888-ca857a5bf512,Coastline Credit Union - Variable Home Loan (Interest Only),0,0
a4e48b73-8330-487d-a8d5-e90c26a2b14e,Coastline Credit Union - No Fee Home Loan,0,0
2e490520-e5db-40b3-a9a1-d6d048a30da0,Coastline Credit Union - Essentials Investment Property Loan ,0,0
be48d623-7e89-4784-9ba7-0f7f9787b3bc,Coastline Credit Union - Home Equity Home Loan ($150k+),0,0
0411c2a7-261b-42a2-a9ce-a668851c93fa,Coastline Credit Union - Fixed Home Loan 1 Year,0,0
4da701fd-41c9-49e3-a2ed-31736d80b658,Community First Credit Union - Standard Variable Investment Loan,0,0
64bddded-4ee5-41c9-87af-4b996ae509d7,Community First Credit Union - Fixed Rate Investment Loan 1 Year,0,0
a53b51f5-466e-4849-a087-bd195cc32bf6,Community First Credit Union - Fixed Rate Investment Loan 3 Years,0,0
644de7e2-9538-4513-b0db-466dedfb3e30,Community First Credit Union - Fixed Rate Home Loan (Principal and Interest) 1 Year,19491,Community First Credit Union - True Fixed Home Loan 1 Year
0d75c593-12de-4994-a0e6-e73cec95a7f4,Community First Credit Union - Basic Variable Investment Loan (LVR < 80%),0,0
b253aac8-fda5-4f54-b8cb-536c63cd9e9c,Community First Credit Union - Basic Variable Investment Loan (No LVR Cap),0,0
a7953bdc-29de-4f87-aee4-78eb06c99d33,Community First Credit Union - Basic Variable Home Loan (Principal and Interest) (LVR < 80%),17350,Community First Credit Union - True Basic Variable Home Loan Principal & Interest
64a5cdbe-a9f0-43d6-997a-0cc3bd07ee8b,Community First Credit Union - Accelerator Package Home Loan (Principal and Interest) (Amounts < $250k),55300,Community First Credit Union - Accelerator Home Loan Balances <250000 Principal & Interest
ed955a33-7ae3-46de-8340-881bd23802cb,Regional Australia Bank - Sustainable Home Loan (Principal and Interest),0,0
aa9d741a-b490-4122-a8bc-4b17e1ec9998,Regional Australia Bank - Partnership Advantage Investment Loan (Principal and Interest) (Amounts < $250k),0,0
17de3d8a-c3ef-474e-88b2-a7365faa9b66,Regional Australia Bank - Investment Mortgage Secured Overdraft,0,0
ecd8687a-640b-42b7-bb09-618c65034113,Regional Australia Bank - Basic Investment Loan (Principal and Interest),0,0
8f444f73-646a-457c-80bc-5e1575e796f6,Regional Australia Bank - Fixed Investment Loan (Principal and Interest) 2 Years,0,0
52bababb-c044-445a-a8b8-8ce4909abf79,Regional Australia Bank - Fixed Investment Loan (Principal and Interest) 5 Years,0,0
f12d6b2a-4901-4ed0-9c9e-53ac2e77b04c,Regional Australia Bank - Fixed Home Loan (Principal and Interest) 3 Years,0,0
f3efaecd-bf9a-4073-9d44-67cdf3b1dd22,Regional Australia Bank - Fixed Home Loan (Principal and Interest) 5 Years,0,0
c4be8c52-5795-4b3b-ba57-d5359c9e23a5,Regional Australia Bank - Partnership Advantage Fixed Investment Loan (Principal and Interest) 3 Years,0,0
1be2bd9f-0e40-4305-afa9-4c5d26b89944,Regional Australia Bank - Partnership Advantage Fixed Investment Loan (Principal and Interest) 2 Years,0,0
5f60124e-ec3d-48c9-b785-498d4b05b183,Regional Australia Bank - Partnership Advantage Fixed Home Loan (Principal and Interest) 1 Year ,0,0
92a70bf5-9423-4db1-8922-baee06393fc7,Regional Australia Bank - Partnership Advantage Fixed Home Loan (Principal and Interest) 2 Years ,0,0
13859e50-bb4f-4ab4-a373-0983ad62d0dc,Regional Australia Bank - Partnership Advantage Home Loan (Principal and Interest) (Amounts < $250k),0,0
2b3d53a6-a798-4f03-aedf-a8cb6d922fc0,Regional Australia Bank - Mortgage Secured Overdraft,0,0
d435e193-c446-4551-b9a7-e5d1c18d3e03,Regional Australia Bank - Basic Home Loan Special (Principal and Interest),0,0
4a4e1236-e080-49e1-ab51-42fa475e351f,Defence Bank - Premier Home Loan,0,0
83709259-2f77-4cdb-a965-2c4167fb3605,Defence Bank - Ultimate Package Essential Home Loan Fixed 3 Years,395133,Defence Bank - Ultimate Essentials Package 3 Year
43f3ca4f-bf67-411e-95f8-984bfc9591c1,Defence Bank - Ultimate Package Essential Home Loan Fixed 5 Years,395135,Defence Bank - Ultimate Essentials Package 5 Year
0702ea09-2e5c-4e63-90bf-cca2e52d08c1,Defence Bank - Ultimate Package Essential Home Loan Fixed 2 Years,395132,Defence Bank - Ultimate Essentials Package 2 Year
49c946cb-241e-4137-9a22-28f8a768203a,Defence Bank - Ultimate Package Essential Home Loan (Amounts < $250k),0,0
2c99e7ef-9442-46bd-90e7-290373178604,Defence Bank - Smart Mover Line of Credit,0,0
ecb78f73-e7f0-4076-ae0f-c82832b49758,Defence Bank - Essential Home Loan Fixed 5 Years,395125,Defence Bank - Essentials Home Loan  5 Year
bc2bfd30-6ef9-4306-a65d-3ee131651bf2,Defence Bank - Essential Home Loan Fixed 1 Year,395121,Defence Bank - Essentials Home Loan  1 Year
5dd2029c-6c53-4757-a245-03b4c054d885,Defence Bank - Essential Home Loan,0,0
e60ef1b4-f467-4aad-9953-65ab4e528c17,Easy Street Financial Services - Fixed Investment Loan 2 Years,0,0
79426af9-4752-4902-a978-841b60bd0075,Easy Street Financial Services - Standard Variable Investment Loan,447450,Easy Street Financial Services - Easy Standard Variable Investment Home Loan  Principal & Interest
a508dd25-db55-49ea-8c4c-25b345b904ca,Easy Street Financial Services - Fixed Home Loan (Principal and Interest) 3 Years,23713,Easy Street Financial Services - Easy Fixed Home Loan 3 Year
befa9744-a985-4c09-a413-a6c4c3542d66,Easy Street Financial Services - Standard Variable Home Loan (New Money Offer),447440,Easy Street Financial Services - Easy Standard Variable Home Loan Principal & Interest
d9c66945-0b91-49bb-99eb-3b27d07744fc,Family First Credit Union - Premium Home Loan with 100% Offset,0,0
25057a52-98c8-4919-b613-4850608d54e0,Family First Credit Union - Interest Only Home Loan,0,0
09237d64-d89e-4b59-976f-1346f795ed1f,Family First Credit Union - Fixed Rate Home Loan 3 Years,194703,Family First Credit Union - Fixed Rate Home Loans - Standard 3 Year Principal & Interest Investment
afcaeda7-0b6a-4cc1-b03a-ce4f57a4a350,Family First Credit Union - Discounted Variable Home Loan,0,0
c734c199-9aab-49b4-817f-192aa9ca78f6,First Option Credit Union - Classic Home Loan Fixed 1 Year,454161,First Option Credit Union - Packaged Home Loan over 600000 1 Year Investment
4abca436-9590-445d-a772-60fa5717c62e,First Option Credit Union - Classic Home Loan,0,0
eee932ca-b6f9-4f8e-bb15-106df4249a86,First Option Credit Union - Premium Plus Home Loan Fixed 3 Years,454163,First Option Credit Union - Packaged Home Loan over 600000 3 Year Investment
dba23b26-2ed9-44cc-ac58-4476fa549e9b,First Option Credit Union - Premium Plus Home Loan Fixed 1 Year,454161,First Option Credit Union - Packaged Home Loan over 600000 1 Year Investment
0b70cdbf-68f3-40dd-b24c-522f6ae31a65,First Option Credit Union - Premium Home Loan (Amount < $600k),0,0
102efb3d-b7e8-4166-a903-21902de2f499,Firstmac - Vital 80 (Interest Only),0,0
938349ba-d24a-4e1e-a3a5-a895a1b3e24d,Firstmac - Vital Investment 80 (Interest Only),0,0
aae6b691-f38d-4c8b-8c3b-040be6938567,Firstmac - VIP Package Home Loan (Interest Only) (LVR < 80%),0,0
a9275a7c-9f7c-4bdf-aa22-b607848ad099,Firstmac - VIP Package Investment Loan Fixed (Principal and Interest) 3 Years,0,0
f45c13ca-8dff-4bc3-8fbb-c58c3962109d,Firstmac - VIP Package Investment Loan Fixed (Principal and Interest) 2 Years,0,0
35e3cdae-dc15-4a53-bb9a-38ef43d6e522,Firstmac - VIP Package Investment Loan (Principal and Interest) (LVR < 80%),0,0
c602bb3b-af81-482e-811f-8481e4882954,Firstmac - VIP Package Home Loan Fixed (Principal and Interest) 2 Years,0,0
d4f72ba2-231b-421b-8d30-68541629db85,Firstmac - VIP Package Home Loan (Principal and Interest) (LVR < 80%),0,0
0b618e1b-5484-41e3-9109-0c5cf0aded6e,Freedom Lend - Freedom Fixed Investment Loan (Interest Only) 5 Years (LVR 80%-90%),0,0
17c29c1c-45c7-4bbf-bef7-ec7e7615d461,Freedom Lend - Freedom Fixed Investment Loan (Interest Only) 1 Year (LVR 80%-90%),0,0
2b6182d1-05e7-4e67-b2f1-956f413962ea,Freedom Lend - Freedom Fixed Investment Loan (Interest Only) 4 Years (LVR 80%-90%),0,0
82cd23cd-8732-4619-a853-44640a6cae07,Freedom Lend - Freedom Variable Home Loan (Principal and Interest) (LVR 70%-80%),0,0
9e8dd3f1-03ba-4db1-bc46-d112c300ab5c,Freedom Lend - Freedom Variable Home Loan (Principal and Interest) (LVR 90%-95%),0,0
8048ac56-dfc9-44e5-923c-a1d3a1f508c5,Freedom Lend - Freedom Variable Home Loan (Interest Only) (LVR 90%-95%),0,0
629c973d-0fff-40bd-997f-b99f639e3108,Freedom Lend - Freedom Variable Home Loan (Interest Only) (LVR 80%-90%),0,0
83ee7ce5-87bf-4dc4-8770-9c6c19299de4,Freedom Lend - Freedom Variable Investment Loan (Principal and Interest) (LVR 80%-90%),0,0
9daa1bda-0f8e-46d5-827b-08cb04b1f2bd,Freedom Lend - Freedom Variable Investment Loan (Principal and Interest) (LVR < 70%),0,0
41db4683-07bc-49d2-8a89-6c901617e45e,"Freedom Lend - Freedom Variable Investment Loan (Interest Only) (Amounts < $750k, LVR 70%-80%)",0,0
69e53663-7c8b-4b13-8527-6861ebef9304,"Freedom Lend - Freedom Variable Investment Loan (Interest Only) ($750k+, LVR 70%-80%)",0,0
f7604ced-687f-42c3-9d1f-098c00bab0bb,Freedom Lend - Freedom Fixed Investment Loan (Principal and Interest) 3 Years (LVR < 80%),0,0
2e720b67-d780-4295-8033-8c330cecf811,Freedom Lend - Freedom Fixed Investment Loan (Principal and Interest) 2 Years (LVR 80%-90%),0,0
5d4b6cbf-a90a-4fdc-874c-2da4c6802b3f,Freedom Lend - Freedom Fixed Home Loan (Principal and Interest) 1 Year (LVR 80%-95%),0,0
b6c2d44c-299d-4b7d-9153-161829bd7752,Freedom Lend - Freedom Fixed Home Loan (Principal and Interest) 4 Years (LVR 80%-95%),0,0
83b14f95-e80a-4a7f-8d63-7b1d0f461efb,Freedom Lend - Freedom Fixed Home Loan (Interest Only) 5 Years (LVR < 80%),0,0
a752b7dd-f6a7-484b-b97b-c8e899d8cee7,Freedom Lend - Freedom Fixed Home Loan (Interest Only) 1 Year (LVR < 80%),0,0
815abe23-943c-4168-a734-34d5b5ad29e5,Freedom Lend - Freedom Fixed Home Loan (Interest Only) 4 Years (LVR < 80%),0,0
03f1adcd-4aea-4d54-9cda-d159b15c9e96,G&C Mutual Bank - Solutions Investment Loan Package,504310,G&C Mutual Bank - Solutions Package Home Loan - Investor (IO) Interest Only
d0a60e44-0141-49de-89fb-213c0f922791,G&C Mutual Bank - Fixed Rate Investment Loan 5 Years,504275,G&C Mutual Bank - 5 Year Fixed Rate Mortgage - Investor (IO) 5 Year Interest Only
f71f2ef7-2310-400b-993b-46ca983cfa6b,G&C Mutual Bank - Fixed Rate Investment Loan 4 Years,504234,G&C Mutual Bank - 4 Year Fixed Rate Mortgage - Investor (IO) 4 Year Interest Only
a56f58cb-dcd3-47ec-aae1-31c97e2cfcfc,G&C Mutual Bank - Fixed Rate Investment Loan 1 Year,504171,G&C Mutual Bank - 1 Year Fixed Rate Mortgage - Investor (IO) 1 Year Interest Only
6a29b4cb-5b5f-440b-b9f7-6cdabfbd72c7,G&C Mutual Bank - Solutions Home Loan Package,504320,G&C Mutual Bank - Solutions Package Home Loan - Owner Occupied (IO) Interest Only
f9e2f3a7-bd0e-4104-b6f3-83ffa7fb49f8,G&C Mutual Bank - Fixed Rate Home Loan 2 Years,504202,G&C Mutual Bank - 2 Year Fixed Rate Mortgage - Owner Occupied (IO) 2 Year Interest Only
af621268-0125-4782-8705-b0dc48d56406,G&C Mutual Bank - Fixed Rate Home Loan 1 Year,504181,G&C Mutual Bank - 1 Year Fixed Rate Mortgage - Owner Occupied (IO) 1 Year Interest Only
9619631e-65ff-4b77-8331-4c260719691c,G&C Mutual Bank - Fixed Rate Home Loan 4 Years,504264,G&C Mutual Bank - 4 Year Fixed Rate Mortgage - Owner Occupied (IO) 4 Year Interest Only
2b58e436-2b6a-426b-9bf7-2b0539cecf49,Gateway Bank - Premium Package Investment Loan Fixed (Interest Only) 5 Years,526895,Gateway Bank - Investment - Premium Package - IO - Fixed 5 Year Interest Only
59af0fa5-a0b5-4660-9542-c8a4e1b983a3,Gateway Bank - Premium Package Investment Loan Fixed (Interest Only) 2 Years,526892,Gateway Bank - Investment - Premium Package - IO - Fixed 2 Year Interest Only
7ca8ff63-0102-4846-8472-bdc5a8ad4a1e,Gateway Bank - Standard Variable Investment Loan,21250,Gateway Bank - Investment Standard Variable Home Loan  Principal & Interest
d548b588-b612-4935-bcd2-7597d09642d7,Gateway Bank - Premium Package Investment Loan Fixed 5 Years,526895,Gateway Bank - Investment - Premium Package - IO - Fixed 5 Year Interest Only
10a065e7-e007-4ddf-b079-3e87fe30a60b,Gateway Bank - Premium Package Investment Loan Fixed 2 Years (LVR < 80%),526892,Gateway Bank - Investment - Premium Package - IO - Fixed 2 Year Interest Only
b6d00905-ffcf-405b-a360-0f1fefe2ae23,Gateway Bank - Premium Package Investment Loan (LVR 80%-85%),402740,Gateway Bank - Investment Premium Package (80 to 85 LVR) Principal & Interest
3f6c9437-3ecb-4f8d-8317-b79fee4eb49b,Gateway Bank - Premium Package Investment Loan (LVR 85%-90%),402750,Gateway Bank - Investment Premium Package (85 - 90 LVR) Principal & Interest
49da2d9f-e11b-4c29-bad9-bcb102df991b,Gateway Bank - Premium Package Home Loan Fixed 3 Year (LVR < 80%),282103,Gateway Bank - Premium Package - Fixed Rate P&I 3 Year Principal & Interest
ad39cbd3-a30f-49b4-9761-e2492d211428,Gateway Bank - Premium Package Home Loan Fixed 5 Years,282105,Gateway Bank - Premium Package - Fixed Rate P&I 5 Year Principal & Interest
d38bb81c-5c9f-410c-90b4-3d62b0b4ca6c,Gateway Bank - Premium Package Home Loan (LVR 80%-85%),349600,Gateway Bank - Premium Package (80 to 85 LVR) Principal & Interest
1a281b30-01f2-431a-b135-b31e7aa48d7b,Gateway Bank - Low Rate Essentials Investment Loan (LVR < 80%),402870,Gateway Bank - Investment Low Rate Essentials (85 - 90) Principal & Interest
51c8f8a3-ee60-4e27-8926-351023064047,Gateway Bank - Low Rate Essentials Investment Loan (LVR 80%-85%),402780,Gateway Bank - Investment Low Rate Essentials (80 to 85 LVR) Principal & Interest
05c137b5-b5af-469f-ae5c-3b931fce3102,Gateway Bank - Low Rate Essentials Home Loan (LVR < 80%),349620,Gateway Bank - Low Rate Essentials (up to 80 LVR) Principal & Interest
022150e4-3473-4eb1-8658-b8413ff4f314,Gateway Bank - Fixed Rate Investment Loan 5 Years,23951,Gateway Bank -  Inv Home Loan Fixed Rate P&I  1 Year Principal & Interest Investment
e0b52b1b-e043-485f-8232-65a9f38753bd,Gateway Bank - Fixed Rate Investment Loan 1 Year,23951,Gateway Bank -  Inv Home Loan Fixed Rate P&I  1 Year Principal & Interest Investment
d1a77815-cf63-45fe-9f4b-0b8df3c20575,Gateway Bank - Fixed Rate Home Loan 5 Years,24445,Gateway Bank - Home Loan - Fixed Rate P&I 5 Year Principal & Interest
e4d3ee36-00bc-41d3-9750-cc995eb779d6,Gateway Bank - Fixed Rate Home Loan 2 Years,24442,Gateway Bank - Home Loan - Fixed Rate P&I 2 Year Principal & Interest
ffffe548-9545-4a8f-a159-b09287241d8c,Gateway Bank - EquitiSmart Line of Credit Investment Loan,402770,Gateway Bank - Investment EquitiSmart Home Loan (ELOC)
0a6cf859-c2c7-4d8f-8f22-3259fcacc33c,Holiday Coast Credit Union - Standard Investment Loan (Principal and Interest),0,0
def0601c-c042-4fee-a210-c48a3d94510e,Holiday Coast Credit Union - Home Sweet Home Loan (Principal and Interest) ($100k+),230490,Holiday Coast Credit Union - Home Sweet Home Loan - Platinum
54c1bf55-69ef-4f32-aa20-de869f1c87c0,Holiday Coast Credit Union - Fixed 'n' Easy Investment Loan 1 Year (Principal and Interest),230281,Holiday Coast Credit Union - Fixed n Easy Home Loan 1 Year Investment
201ae656-d8f6-4867-9fd9-76484f6bf49f,Holiday Coast Credit Union - Fixed 'n' Easy Investment Loan 3 Years (Principal and Interest),230283,Holiday Coast Credit Union - Fixed n Easy Home Loan 3 Year Investment
95a9837c-c6f4-4f11-afed-2f2a18579906,Holiday Coast Credit Union - Fixed 'n' Easy Home Loan 1 Year (Principal and Interest),230281,Holiday Coast Credit Union - Fixed n Easy Home Loan 1 Year Investment
d177b66c-22ea-4e85-974c-464355ff6299,Holiday Coast Credit Union - Fixed 'n' Easy Home Loan 5 Years (Principal and Interest),230285,Holiday Coast Credit Union - Fixed n Easy Home Loan 5 Year Investment
6af2e5bb-bea5-4f72-bd0d-acbf1e7415f1,Homeloans - Ultra Plus Home Loan Fixed (Principal and Interest) 5 Years (LVR < 80%),16905,Homeloans Ltd - Homeloans MoniPower P&I 5 Year Principal & Interest
886a933d-e3a8-4194-84fc-5ad2a1f93489,Homeloans - Ultra Plus Home Loan Fixed (Principal and Interest) 4 Years (LVR < 80%),16904,Homeloans Ltd - Homeloans MoniPower P&I 4 Year Principal & Interest
a4f73bc7-bb8c-4e44-94b3-68bfdea3cb2d,Homeloans - Ultra Plus Home Loan Fixed (Principal and Interest) 1 Year (LVR 80%-90%),77161,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I 1 Year
c372a046-f97f-4058-8a15-8a1bc22105b1,Homeloans - Ultra Plus Home Loan Fixed (Principal and Interest) 3 Years (LVR 80%-90%),77163,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I 3 Year
d2b4d0ae-3072-46e3-aaa7-e1a9a8f7e6ea,Homeloans - Ultra Plus Home Loan Fixed (Principal and Interest) 5 Years (LVR 80%-90%),77165,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I 5 Year
f1439fc5-7586-45b2-a6cd-22074bd4b480,Homeloans - Ultra Plus Home Loan Fixed (Principal and Interest) 2 Years (LVR 90%-95%),16902,Homeloans Ltd - Homeloans MoniPower P&I 2 Year Principal & Interest
d20d593a-c912-44f1-aaf9-fb7448cc7521,Homeloans - Ultra Plus Home Loan Fixed (Principal and Interest) 4 Years (LVR 90%-95%),16904,Homeloans Ltd - Homeloans MoniPower P&I 4 Year Principal & Interest
603117ff-61b6-4b77-941e-f1290f07d144,Homeloans - Ultra Plus Home Loan Fixed (Interest Only) 2 Years (LVR < 80%),77162,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I 2 Year
09af007c-f9e2-4104-afe5-d5efb2bde284,Homeloans - Ultra Plus Home Loan Fixed (Interest Only) 5 Years (LVR < 80%),77165,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I 5 Year
7401c50c-51a5-4014-b67d-fcb7872d47cb,Homeloans - Ultra Plus Home Loan Fixed (Interest Only) 1 Year (LVR < 80%),77161,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I 1 Year
964c3657-d12b-4cdd-aeca-b8541d02deb3,"Homeloans - Ultra Plus Investment Loan (Principal and Interest) ($200k+, LVR < 80%)",0,0
f306dc55-66c8-45eb-b23c-fc494187fd43,"Homeloans - Ultra Plus Investment Loan (Principal and Interest) ($200k, LVR 80%-90%)",0,0
a2c246bb-3841-4c66-81e5-b053a9261d96,"Homeloans - Ultra Plus Investment Loan (Principal and Interest) ($200k+, LVR < 70%)",0,0
5084baff-1f9a-44d9-a6da-88d65f29e162,"Homeloans - Ultra Plus Investment Loan (Interest Only) ($200k+, LVR < 80%)",0,0
229bdd60-71bd-4b9f-9367-a0d9536dc722,"Homeloans - Ultra Plus Investment Loan (Interest Only) ($200k+, LVR < 70%)",0,0
326c0b30-b92b-47fb-a21c-3433a8876cc1,Homeloans - Ultra Plus Investment Loan Fixed (Principal and Interest) 3 Years (LVR 80%-90%),0,0
ea75377a-c977-4ce3-ae45-5f824d28314d,Homeloans - Ultra Plus Investment Loan Fixed (Principal and Interest) 2 Years (LVR < 80%),0,0
8dbdc56f-b01f-4296-ab19-bd505a2db59b,Homeloans - Ultra Plus Investment Loan Fixed (Principal and Interest) 4 Years (LVR 80%-90%),0,0
69d2cd6e-87c5-4a9b-9b3b-74382442316b,Homeloans - Ultra Plus Investment Loan Fixed (Principal and Interest) 2 Years (LVR 80%-90%),0,0
59f13fb7-2d73-4e7a-adef-6e26e933eb5d,Homeloans - Ultra Plus Investment Loan Fixed (Principal and Interest) 4 Years (LVR < 80%),0,0
a9169930-7704-436e-9ba3-42cf0df14d44,Homeloans - Ultra Plus Investment Loan Fixed (Interest Only) 5 Years (LVR < 80%),0,0
dc58f4f4-a9e4-4f55-96c7-d4697aa49117,Homeloans - Ultra Plus Investment Loan Fixed (Interest Only) 2 Years (LVR < 80%),0,0
6f5397d6-e47b-4052-b1dd-49bec0a0108d,"Homeloans - Ultra Plus Home Loan (Principal and Interest) (Amounts < $200k, LVR < 80%)",87830,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I Principal & Interest
7781dc3a-125c-4316-a856-10c8884c0648,"Homeloans - Ultra Plus Home Loan (Principal and Interest) ($200k+, LVR 80%-90%)",87830,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I Principal & Interest
c8c8c94f-84df-429a-840e-868eb6ddc980,"Homeloans - Ultra Plus Home Loan (Principal and Interest) ($200k+, LVR 90%-95%)",87830,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I Principal & Interest
2bef73f0-5440-4a06-a976-f7e9623ff38d,"Homeloans - Ultra Plus Home Loan (Principal and Interest) (Amounts < $200k, LVR < 70%)",87830,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I Principal & Interest
e7f3d9c3-e7f4-407c-a823-3a091436b84e,"Homeloans - Ultra Plus Home Loan (Interest Only) ($200k+, LVR < 80%)",87830,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I Principal & Interest
9202ba64-8997-47b0-9f9d-9d8d83903857,"Homeloans - Ultra Plus Home Loan (Interest Only) (Amounts < $200k, LVR < 70%)",87830,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I Principal & Interest
598860ff-7492-4ff1-8f5c-bea201285b64,Homeloans - Optima Investment Loan Fixed (Principal and Interest) 2 Years (LVR 80%-90%),0,0
5f035102-c9ab-4844-9eeb-b85a7c95f2fc,Homeloans - Optima Investment Loan Fixed (Principal and Interest) 4 Years (LVR 80%-90%),0,0
e5f82811-7e21-459b-8b0a-453f1583c395,Homeloans - Optima Investment Loan Fixed (Principal and Interest) 3 Years (LVR 80%-90%),0,0
509c1227-2cd9-47a0-8930-19a3f2a47d86,Homeloans - Optima Investment Loan Fixed (Principal and Interest) 2 Years (LVR 70%-80%),0,0
3781f7b5-c85e-4b38-840e-e3eba11173a5,Homeloans - Optima Investment Loan Fixed (Principal and Interest) 4 Years (LVR 70%-80%),0,0
c679eb54-8464-40ff-b668-338fe6740026,Homeloans - Optima Investment Loan Fixed (Principal and Interest) 1 Year (LVR < 70%),0,0
759c4f6e-5426-407e-bee3-ef0522bfc919,Homeloans - Optima Investment Loan Fixed (Principal and Interest) 3 Years (LVR < 70%),0,0
7294f4fc-ede2-447f-b43d-baaf8ea7fef1,Homeloans - Optima Investment Loan Fixed (Principal and Interest) 5 Years (LVR < 70%),0,0
1fe0f0f0-cf6e-453e-80fd-6930a3a6a1ee,Homeloans - Optima Investment Loan Fixed (Interest Only) 5 Years (LVR 70%-80%),0,0
bd8e997a-8b26-48ca-b694-4c9d419598b3,Homeloans - Optima Investment Loan Fixed (Interest Only) 3 Years (LVR 70%-80%),0,0
9a067b47-5cd5-4e96-a0f0-4de9c74f2987,Homeloans - Optima Investment Loan Fixed (Interest Only) 1 Year (LVR < 70%),0,0
681d949a-dd59-44aa-829e-0c8d5c29ba5c,Homeloans - Optima Investment Loan Fixed (Interest Only) 3 Years (LVR < 70%),0,0
29e91b3f-31f0-4b6c-bb1e-74f1c9571041,Homeloans - Optima Investment Loan Fixed (Interest Only) 5 Years (LVR < 70%),0,0
920985e3-8236-4e42-82b2-77f58184b3a6,Homeloans - Optima Investment Loan (Principal and Interest) (LVR 70%-80%),0,0
ad8cac75-55a9-4b92-9a63-8426eec6ec11,Homeloans - Optima Investment Loan (Interest Only) (LVR 70%-80%),0,0
54fa6eea-6046-4fb8-b2d6-b5dbacd5dde5,Homeloans - Optima Home Loan Fixed (Principal and Interest) 5 Years (LVR < 70%),16905,Homeloans Ltd - Homeloans MoniPower P&I 5 Year Principal & Interest
50e6a028-7361-4e52-b1f6-4b595e06ee2c,Homeloans - Optima Home Loan Fixed (Principal and Interest) 2 Years (LVR < 70%),16902,Homeloans Ltd - Homeloans MoniPower P&I 2 Year Principal & Interest
69ed13e8-339e-4cc6-8e03-5d180d035524,Homeloans - Optima Home Loan Fixed (Principal and Interest) 1 Year (LVR < 70%),16901,Homeloans Ltd - Homeloans MoniPower P&I 1 Year Principal & Interest
b1c7dd62-0c45-4104-b867-295d3f3d85ea,Homeloans - Optima Home Loan Fixed (Principal and Interest) 2 Years (LVR 80%-95%),16902,Homeloans Ltd - Homeloans MoniPower P&I 2 Year Principal & Interest
b57e3179-9d50-4858-8cf1-e4e43c232364,Homeloans - Optima Home Loan Fixed (Principal and Interest) 4 Years (LVR 80%-95%),16904,Homeloans Ltd - Homeloans MoniPower P&I 4 Year Principal & Interest
44175a24-0607-4214-b8b9-223176a5581f,Homeloans - Optima Home Loan Fixed (Principal and Interest) 1 Year (LVR 70%-80%),16901,Homeloans Ltd - Homeloans MoniPower P&I 1 Year Principal & Interest
2812833c-4416-4758-987b-4fd40a8a46ca,Homeloans - Optima Home Loan Fixed (Principal and Interest) 3 Years (LVR 70%-80%),16903,Homeloans Ltd - Homeloans MoniPower P&I 3 Year Principal & Interest
8d29162b-ddcf-4b3b-99f9-8ef8651fe415,Homeloans - Optima Home Loan Fixed (Principal and Interest) 5 Years (LVR 70%-80%),16905,Homeloans Ltd - Homeloans MoniPower P&I 5 Year Principal & Interest
86875913-10f1-4984-b04f-c763cd7ee0ff,Homeloans - Optima Home Loan Fixed (Interest Only) 1 Year (LVR 70%-80%),77161,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I 1 Year
2ca5da8c-3399-49ed-9fb3-49ca599aeee7,Homeloans - Optima Home Loan Fixed (Interest Only) 5 Years (LVR 70%-80%),77165,Homeloans Ltd - Homeloans Ultra Plus LVR 80-90 P&I 5 Year
